student_id	year	college	major
3231	2019	Saybrook College	Humanities
3232	2019	Ezra Stiles College	Ethnicity, Race & Migration
3233	2021	Jonathan Edwards College	History
3234	2022	Pauli Murray College	Undeclared
3235	2022	Berkeley College	Undeclared
3236	None	Trumbull College	Visiting International Program
3237	2021	Trumbull College	Undeclared
3238	2020	Berkeley College	Global Affairs
3239	2021	Silliman College	Undeclared
3240	2019	Ezra Stiles College	Ecology & Evolutionary Biology
3241	2019	Morse College	History Science, Medicine & PH
3242	2020	Benjamin Franklin College	Psychology
3243	2020	Branford College	Molecular Biophysics & Biochem
3244	2020	Saybrook College	Philosophy
3245	2019	Trumbull College	Computer Science
3246	2022	Benjamin Franklin College	Undeclared
3247	2021	Ezra Stiles College	Humanities
3248	2019	Davenport College	History
3249	2021	Pierson College	Undeclared
3250	2020	Pauli Murray College	Molecular,Cellular,DevBio(Int)
3251	2022	Jonathan Edwards College	Undeclared
3252	2020	Jonathan Edwards College	Economics & Mathematics
3253	2020	Pierson College	History
3254	2020	Branford College	Cognitive Science
3255	2020	Jonathan Edwards College	Economics
3256	2020	Silliman College	Chemical Engineering
3257	2022	Ezra Stiles College	Undeclared
3258	2020	Jonathan Edwards College	Mathematics (Int.)
3259	2021	Benjamin Franklin College	Undeclared
3260	None	Pauli Murray College	Visiting International Program
3261	2020	Trumbull College	Political Science
3262	2022	Benjamin Franklin College	Undeclared
3263	2020	Timothy Dwight College	Molecular Biophysics & Biochem
3264	2019	Pauli Murray College	Computer Science & Mathematics
3265	2020	Silliman College	Economics
3266	2021	Pauli Murray College	Undeclared
3267	2022	Trumbull College	None
3268	2020	Saybrook College	Elec.Engineering/Computer Sci
3269	2021	Ezra Stiles College	Undeclared
3270	2020	Silliman College	Astrophysics
3271	2021	Berkeley College	Undeclared
3272	2021	Berkeley College	Undeclared
3273	2021	Branford College	Comparative Literature
3274	2019	Ezra Stiles College	History
3275	2020	Branford College	Molecular,Cellular,Dev Biology
3276	2020	Pauli Murray College	Environmental Engineering
3277	2021	Trumbull College	Undeclared
3278	2020	Jonathan Edwards College	English
3279	2022	Pierson College	Undeclared
3280	2021	Benjamin Franklin College	Undeclared
3281	2022	Branford College	Undeclared
3282	2021	Berkeley College	Undeclared
3283	2019	Benjamin Franklin College	Environmental Studies
3284	2019	Ezra Stiles College	Geology & Geophysics
3285	2019	Saybrook College	Architecture
3286	2022	Davenport College	Undeclared
3287	2022	Timothy Dwight College	Undeclared
3288	2019	Jonathan Edwards College	Art
3289	2021	Pauli Murray College	Undeclared
3290	2022	Silliman College	Undeclared
3291	2019	Berkeley College	Molecular,Cellular,Dev Biology
3292	2021	Branford College	Undeclared
3293	2020	Grace Hopper College	Molecular,Cellular,Dev Biology
3294	2022	Pierson College	Undeclared
3295	2020	Berkeley College	Economics
3296	2022	Pierson College	Undeclared
3297	2019	Timothy Dwight College	Linguistics
3298	2022	Trumbull College	Undeclared
3299	2019	Benjamin Franklin College	Physics
3300	2021	Ezra Stiles College	Undeclared
3301	2022	Timothy Dwight College	Undeclared
3302	2022	Saybrook College	Undeclared
3303	2020	Silliman College	Psychology
3304	2019	Benjamin Franklin College	History
3305	2022	Berkeley College	Undeclared
3306	2020	Timothy Dwight College	East Asian Studies
3307	2021	Davenport College	Undeclared
3308	2020	Pauli Murray College	Economics
3309	2020	Trumbull College	Ethics,Politics & Economics
3310	2020	Benjamin Franklin College	Economics
3311	2021	Benjamin Franklin College	Undeclared
3312	2022	Pauli Murray College	Undeclared
3313	2020	Jonathan Edwards College	Economics & Mathematics
3314	2022	Benjamin Franklin College	Undeclared
3315	2022	Morse College	Undeclared
3316	2021	Timothy Dwight College	Computer Science
3317	2021	Berkeley College	History
3318	2021	Trumbull College	Undeclared
3319	2022	Saybrook College	Undeclared
3320	2019	Grace Hopper College	American Studies
3321	2022	Davenport College	Undeclared
3322	2020	Jonathan Edwards College	Neuroscience
3323	2022	Ezra Stiles College	Undeclared
3324	2019	Jonathan Edwards College	Engineering Science-Mechanical
3325	None	Silliman College	Visiting International Program
3326	2020	Branford College	History Science, Medicine & PH
3327	2021	Saybrook College	Undeclared
3328	2019	Davenport College	Molecular Biophysics & Biochem
3329	2021	Morse College	Physics & Geosciences
3330	2022	Saybrook College	Undeclared
3331	2020	Davenport College	Economics & Mathematics
3332	2019	Davenport College	East Asian Studies
3333	2022	Davenport College	Undeclared
3334	2021	Pierson College	Statistics and Data Science
3335	2021	Pierson College	Undeclared
3336	2019	Ezra Stiles College	History Science, Medicine & PH
3337	2020	Pierson College	Computer Science
3338	2020	Timothy Dwight College	American Studies (Int.)
3339	2022	Davenport College	Undeclared
3340	2020	Trumbull College	Economics
3341	2021	Morse College	Economics
3342	2022	Trumbull College	Undeclared
3343	2019	Grace Hopper College	Political Science
3344	2019	Morse College	Economics & Mathematics
3345	2020	Saybrook College	Computer Science
3346	2020	Grace Hopper College	Political Science
3347	2021	Pierson College	Undeclared
3348	2021	Davenport College	Political Science
3349	2021	Pierson College	Chemical Engineering
3350	2019	Davenport College	Political Science
3351	2021	Pauli Murray College	Undeclared
3352	2022	Pierson College	Undeclared
3353	2021	Morse College	Undeclared
3354	2019	Davenport College	History of Art
3355	2021	Benjamin Franklin College	Undeclared
3356	2020	Morse College	Ethnicity, Race & Migration
3357	2021	Timothy Dwight College	Biomedical Engineering
3358	2021	Ezra Stiles College	Undeclared
3359	2019	Davenport College	Engineering Science-Mechanical
3360	2020	Morse College	English
3361	2020	Trumbull College	English
3362	2022	Pauli Murray College	Undeclared
3363	2021	Trumbull College	Undeclared
3364	2019	Saybrook College	Economics
3365	2022	Morse College	Undeclared
3366	2020	Pauli Murray College	Molecular,Cellular,Dev Biology
3367	2019	Pierson College	Economics
3368	2021	Timothy Dwight College	African Studies
3369	2021	Davenport College	Undeclared
3370	2019	Pierson College	Philosophy
3371	2021	Grace Hopper College	Undeclared
3372	2022	Pierson College	Undeclared
3373	2019	Berkeley College	Political Science
3374	2022	Ezra Stiles College	Undeclared
3375	2021	Saybrook College	Undeclared
3376	2021	Ezra Stiles College	Undeclared
3377	2020	Branford College	Neuroscience
3378	2022	Benjamin Franklin College	Undeclared
3379	2019	Davenport College	English
3380	2019	Branford College	Global Affairs
3381	2020	Benjamin Franklin College	Cognitive Science
3382	2021	Ezra Stiles College	Undeclared
3383	2022	Silliman College	Undeclared
3384	2021	Jonathan Edwards College	Undeclared
3385	2021	Pierson College	Undeclared
3386	2022	Saybrook College	Undeclared
3387	2019	Pauli Murray College	Ethnicity, Race & Migration
3388	2021	Saybrook College	Undeclared
3389	2019	Davenport College	Economics
3390	2020	Davenport College	History
3391	2019	Morse College	Economics
3392	2019	Silliman College	Mathematics & Physics
3393	2022	Pauli Murray College	Undeclared
3394	2019	Grace Hopper College	Economics
3395	2021	Davenport College	Undeclared
3396	2019	Timothy Dwight College	Psychology
3397	2020	Ezra Stiles College	Neuroscience
3398	2022	Branford College	Undeclared
3399	2020	Trumbull College	Cognitive Science
3400	2021	Jonathan Edwards College	Undeclared
3401	2021	Pauli Murray College	Undeclared
3402	2019	Morse College	Classics
3403	2019	Jonathan Edwards College	German Studies
3404	2020	Branford College	Global Affairs
3405	2020	Jonathan Edwards College	Molecular Biophysics & Biochem
3406	2022	Grace Hopper College	Undeclared
3407	2020	Benjamin Franklin College	English
3408	2021	Silliman College	Undeclared
3409	2021	Jonathan Edwards College	Undeclared
3410	2022	Morse College	Undeclared
3411	2020	Timothy Dwight College	Ethnicity, Race & Migration
3412	2021	Grace Hopper College	Undeclared
3413	2022	Pierson College	Undeclared
3414	2022	Davenport College	Undeclared
3415	2021	Davenport College	Undeclared
3416	2022	Pierson College	Undeclared
3417	2021	Trumbull College	Molecular,Cellular,Dev Biology
3418	2022	Saybrook College	Undeclared
3419	2019	Berkeley College	Global Affairs
3420	2021	Jonathan Edwards College	Statistics and Data Science
3421	2021	Berkeley College	Film and Media Studies
3422	2022	Berkeley College	Undeclared
3423	2020	Morse College	Political Science
3424	2021	Silliman College	Undeclared
3425	2021	Branford College	Undeclared
3426	2019	Jonathan Edwards College	Philosophy
3427	2022	Davenport College	Undeclared
3428	2020	Jonathan Edwards College	Global Affairs
3429	2020	Ezra Stiles College	None
3430	2019	Jonathan Edwards College	Architecture
3431	2019	Berkeley College	Mechanical Engineering
3432	2021	Jonathan Edwards College	Economics
3433	2019	Pierson College	Economics
3434	2019	Branford College	Molecular,Cellular,DevBio(Int)
3435	2022	Jonathan Edwards College	Undeclared
3436	2021	Trumbull College	Undeclared
3437	2020	Davenport College	Political Science
3438	2019	Branford College	Chemical Engineering
3439	2020	Pauli Murray College	Political Science
3440	2022	Silliman College	Undeclared
3441	2019	Silliman College	Economics
3442	2021	Morse College	Undeclared
3443	2019	Pierson College	Ecology & Evolutionary Biology
3444	2019	Saybrook College	Women'sGender&SexualityStudies;
3445	None	Benjamin Franklin College	Visiting International Program
3446	2019	Pierson College	Political Science
3447	2022	Timothy Dwight College	Undeclared
3448	2019	Davenport College	Economics
3449	2019	Davenport College	Ecology & Evolutionary Biology
3450	2022	Pierson College	Undeclared
3451	2019	Silliman College	Environmental Studies
3452	2020	Grace Hopper College	Economics
3453	2021	Berkeley College	Undeclared
3454	2021	Branford College	Undeclared
3455	2022	Benjamin Franklin College	Undeclared
3456	2019	Silliman College	Psychology
3457	2020	Pauli Murray College	Ecology & Evolutionary Biology
3458	None	Timothy Dwight College	Undeclared
3459	2021	Morse College	Undeclared
3460	2022	Berkeley College	Undeclared
3461	2019	Branford College	History of Art
3462	2021	Grace Hopper College	Undeclared
3463	2022	Davenport College	Undeclared
3464	2022	Branford College	Undeclared
3465	2022	Grace Hopper College	Undeclared
3466	2020	Grace Hopper College	Global Affairs
3467	2021	Benjamin Franklin College	Economics & Mathematics
3468	2021	Pauli Murray College	Undeclared
3469	2019	Morse College	Computer Science & Psychology
3470	2019	Jonathan Edwards College	French
3471	2022	Pauli Murray College	Undeclared
3472	2020	Davenport College	Theater Studies
3473	2021	Davenport College	Undeclared
3474	2020	Davenport College	Political Science
3475	2020	Silliman College	History
3476	2022	Pierson College	Undeclared
3477	2022	Trumbull College	Undeclared
3478	2020	Trumbull College	Undeclared
3479	2019	Timothy Dwight College	English
3480	2022	Morse College	Undeclared
3481	2021	Silliman College	Undeclared
3482	2021	Saybrook College	Elec.Engineering/Computer Sci
3483	2020	Berkeley College	Computer Science
3484	2020	Pauli Murray College	Neuroscience
3485	2022	Trumbull College	Undeclared
3486	2021	Ezra Stiles College	History
3487	2019	Morse College	English
3488	2020	Benjamin Franklin College	Molecular,Cellular,Dev Biology
3489	2021	Branford College	English
3490	2022	Timothy Dwight College	Undeclared
3491	2022	Davenport College	Undeclared
3492	2021	Saybrook College	Undeclared
3493	2019	Davenport College	Political Science
3494	2021	Pauli Murray College	History
3495	2021	Timothy Dwight College	Molecular,Cellular,Dev Biology
3496	2021	Benjamin Franklin College	Undeclared
3497	2021	Berkeley College	Undeclared
3498	2022	Branford College	Undeclared
3499	2022	Silliman College	Undeclared
3500	2019	Branford College	English
3501	2022	Grace Hopper College	Undeclared
3502	2021	Branford College	Undeclared
3503	2020	Davenport College	Applied Mathematics
3504	2020	Trumbull College	Ethics,Politics & Economics
3505	2020	Timothy Dwight College	History
3506	2021	Branford College	Undeclared
3507	2021	Morse College	Philosophy
3508	2019	Benjamin Franklin College	Political Science
3509	2022	Trumbull College	Undeclared
3510	2021	Jonathan Edwards College	Economics
3511	2021	Saybrook College	History
3512	2022	Trumbull College	Undeclared
3513	2020	Saybrook College	African American Studies
3514	2022	Silliman College	Undeclared
3515	2020	Saybrook College	Environmental Studies
3516	2022	Morse College	Undeclared
3517	2021	Ezra Stiles College	Humanities
3518	2020	Timothy Dwight College	Electrical Engineering
3519	2020	Saybrook College	History
3520	2020	Jonathan Edwards College	Ethics,Politics & Economics
3521	2020	Branford College	History of Art
3522	2021	Morse College	English
3523	2021	Pierson College	Ethics,Politics & Economics
3524	2022	Saybrook College	Undeclared
3525	2022	Saybrook College	Undeclared
3526	2022	Benjamin Franklin College	Undeclared
3527	2019	Ezra Stiles College	Environmental Studies
3528	2019	Pauli Murray College	Mechanical Engineering
3529	2019	Berkeley College	Molecular,Cellular,DevBio(Int)
3530	2022	Pauli Murray College	Undeclared
3531	2020	Berkeley College	Economics
3532	2019	Grace Hopper College	Biomedical Engineering
3533	2021	Jonathan Edwards College	Humanities
3534	2019	Morse College	Elec.Engineering/Computer Sci
3535	2022	Pauli Murray College	Undeclared
3536	2021	Berkeley College	Political Science
3537	2019	Saybrook College	Ethnicity, Race & Migration
3538	2020	Ezra Stiles College	Mechanical Engineering
3539	2020	Saybrook College	Astrophysics
3540	2021	Morse College	Undeclared
3541	2020	Grace Hopper College	American Studies
3542	2020	Morse College	Economics
3543	2020	Grace Hopper College	Architecture
3544	2022	Timothy Dwight College	Undeclared
3545	2021	Morse College	Psychology
3546	2019	Ezra Stiles College	Statistics and Data Science
3547	2021	Trumbull College	Undeclared
3548	2021	Silliman College	Undeclared
3549	2020	Pauli Murray College	Computer Science & Psychology
3550	2019	Benjamin Franklin College	Engineering Science-Chemical
3551	2020	Davenport College	Molecular,Cellular,DevBio(Int)
3552	2020	Trumbull College	Environmental Studies
3553	2021	Davenport College	Lit. and Comparative Cultures
3554	2020	Timothy Dwight College	Geology & Geophysics
3555	2019	Timothy Dwight College	Molecular,Cellular,Dev Biology
3556	2022	Silliman College	Undeclared
3557	2021	Silliman College	Undeclared
3558	2021	Ezra Stiles College	English
3559	2022	Pierson College	Undeclared
3560	2021	Ezra Stiles College	Undeclared
3561	2022	Berkeley College	Undeclared
3562	2021	Jonathan Edwards College	Theater Studies
3563	2019	Grace Hopper College	Computing and the Arts
3564	2021	Ezra Stiles College	Psychology
3565	2019	Benjamin Franklin College	Linguistics
3566	2022	Benjamin Franklin College	Undeclared
3567	2019	Morse College	Biomedical Engineering
3568	2020	Silliman College	East Asian Languages & Lits
3569	2022	Berkeley College	Undeclared
3570	2019	Jonathan Edwards College	Economics
3571	2022	Branford College	Undeclared
3572	2022	Branford College	Undeclared
3573	2020	Branford College	Molecular,Cellular,Dev Biology
3574	2022	Grace Hopper College	Undeclared
3575	2019	Grace Hopper College	Political Science
3576	2019	Timothy Dwight College	Mechanical Engineering
3577	2021	Timothy Dwight College	History
3578	2022	Ezra Stiles College	Undeclared
3579	2022	Grace Hopper College	Undeclared
3580	2019	Davenport College	Computer Science
3581	2022	Trumbull College	Molecular Biophysics & Biochem
3582	2020	Berkeley College	Mathematics & Philosophy
3583	2020	Pierson College	Statistics and Data Science
3584	2021	Grace Hopper College	Undeclared
3585	2020	Timothy Dwight College	American Studies
3586	2020	Grace Hopper College	History
3587	2019	Branford College	Political Science
3588	2022	Branford College	Undeclared
3589	2019	Morse College	Theater Studies
3590	2022	Davenport College	Undeclared
3591	2022	Pauli Murray College	Undeclared
3592	2019	Saybrook College	History
3593	2019	Berkeley College	Ethics,Politics & Economics
3594	2019	Saybrook College	Women'sGender&SexualityStudies;
3595	2021	Berkeley College	Undeclared
3596	2020	Saybrook College	Global Affairs
3597	2021	Davenport College	Undeclared
3598	2022	Branford College	Undeclared
3599	2019	Saybrook College	Ethics,Politics & Economics
3600	2021	Morse College	Undeclared
3601	2020	Davenport College	History
3602	2020	Jonathan Edwards College	Applied Physics
3603	2021	Jonathan Edwards College	Undeclared
3604	2020	Jonathan Edwards College	Political Science
3605	2023	Davenport College	Undeclared
3606	2020	Pierson College	History
3607	2020	Davenport College	Political Science
3608	2020	Trumbull College	Ethnicity, Race & Migration
3609	2022	Branford College	Undeclared
3610	2022	Berkeley College	Undeclared
3611	2021	Morse College	Undeclared
3612	2021	Timothy Dwight College	Undeclared
3613	2022	Pierson College	Undeclared
3614	2020	Branford College	Molecular,Cellular,DevBio(Int)
3615	2021	Ezra Stiles College	Humanities
3616	2020	Pierson College	Computing and the Arts
3617	2021	Silliman College	Undeclared
3618	2021	Branford College	Political Science
3619	2019	Morse College	Economics & Mathematics
3620	2020	Berkeley College	Women'sGender&SexualityStudies;
3621	2022	Pierson College	Undeclared
3622	2022	Morse College	Undeclared
3623	2022	Berkeley College	Undeclared
3624	2022	Ezra Stiles College	Undeclared
3625	2020	Saybrook College	Astronomy
3626	2020	Grace Hopper College	Statistics and Data Science
3627	2022	Branford College	Undeclared
3628	2021	Trumbull College	Astrophysics
3629	2019	Grace Hopper College	Linguistics
3630	2022	Pauli Murray College	Undeclared
3631	2019	Davenport College	History Science, Medicine & PH
3632	2021	Silliman College	English
3633	2022	Trumbull College	Undeclared
3634	2021	Branford College	Undeclared
3635	2019	Ezra Stiles College	Economics
3636	2019	Silliman College	Psychology
3637	2021	Trumbull College	Undeclared
3638	2020	Saybrook College	Political Science
3639	2021	Berkeley College	Applied Mathematics
3640	2022	Grace Hopper College	Undeclared
3641	2019	Silliman College	Molecular,Cellular,Dev Biology
3642	2019	Morse College	History of Art
3643	2020	Pierson College	Sociology
3644	2021	Pauli Murray College	History of Art
3645	2020	Saybrook College	Computer Science
3646	2021	Ezra Stiles College	Undeclared
3647	2019	Berkeley College	Mathematics & Philosophy
3648	2021	Grace Hopper College	Psychology
3649	2021	Pauli Murray College	Political Science
3650	2020	Silliman College	Environmental Studies
3651	2021	Branford College	Computer Science & Mathematics
3652	2020	Saybrook College	History
3653	2022	Timothy Dwight College	Undeclared
3654	2019	Branford College	Art
3655	2019	Branford College	Cognitive Science
3656	2019	Ezra Stiles College	Molecular,Cellular,Dev Biology
3657	2021	Ezra Stiles College	Undeclared
3658	2019	Silliman College	Global Affairs
3659	2022	Ezra Stiles College	Undeclared
3660	2021	Silliman College	English
3661	2019	Berkeley College	Political Science
3662	2022	Davenport College	Undeclared
3663	2021	Saybrook College	Undeclared
3664	2020	Jonathan Edwards College	History Science, Medicine & PH
3665	2021	Jonathan Edwards College	Undeclared
3666	2021	Pauli Murray College	Biomedical Engineering
3667	2019	Grace Hopper College	Biomedical Engineering
3668	2022	Silliman College	Undeclared
3669	2020	Branford College	History
3670	2020	Saybrook College	Ethics,Politics & Economics
3671	2020	Jonathan Edwards College	History
3672	2021	Ezra Stiles College	Molecular,Cellular,Dev Biology
3673	2019	Davenport College	English
3674	2021	Benjamin Franklin College	Ethnicity, Race & Migration
3675	2020	Pierson College	Geology & Geophysics
3676	2022	Grace Hopper College	Undeclared
3677	2022	Saybrook College	Computer Science
3678	2020	Silliman College	Physics
3679	2021	Benjamin Franklin College	Undeclared
3680	2019	Branford College	Philosophy
3681	2019	Jonathan Edwards College	History
3682	2022	Berkeley College	Undeclared
3683	2022	Silliman College	Undeclared
3684	2022	Ezra Stiles College	Undeclared
3685	2022	Ezra Stiles College	Undeclared
3686	2022	Branford College	Undeclared
3687	2020	Silliman College	Ethics,Politics & Economics
3688	2019	Benjamin Franklin College	Economics
3689	2021	Berkeley College	Political Science
3690	2021	Trumbull College	Psychology
3691	2019	Morse College	Elec.Engineering/Computer Sci
3692	2020	Timothy Dwight College	Environmental Studies
3693	2020	Morse College	Statistics and Data Science
3694	2021	Trumbull College	Anthropology
3695	2022	Benjamin Franklin College	Undeclared
3696	2019	Benjamin Franklin College	Political Science
3697	2020	Saybrook College	English
3698	2021	Timothy Dwight College	Undeclared
3699	2019	Pauli Murray College	Ethnicity, Race & Migration
3700	2019	Trumbull College	English
3701	2019	Branford College	Political Science
3702	2020	Silliman College	Molecular Biophysics & Biochem
3703	2022	Timothy Dwight College	Undeclared
3704	2021	Pierson College	History
3705	2021	Pauli Murray College	Undeclared
3706	2019	Berkeley College	None
3707	2021	Davenport College	Biomedical Engineering
3708	2019	Ezra Stiles College	Political Science
3709	2019	Branford College	Philosophy
3710	2020	Ezra Stiles College	Ethics,Politics & Economics
3711	2020	Trumbull College	Neuroscience
3712	2021	Benjamin Franklin College	Undeclared
3713	2021	Jonathan Edwards College	Undeclared
3714	2021	Morse College	Undeclared
3715	2020	Berkeley College	Economics
3716	2022	Davenport College	Undeclared
3717	2023	Davenport College	Undeclared
3718	2019	Timothy Dwight College	Economics
3719	2022	Grace Hopper College	Undeclared
3720	2021	Branford College	Undeclared
3721	2022	Morse College	Undeclared
3722	2020	Branford College	Economics
3723	2021	Saybrook College	Undeclared
3724	2019	Morse College	Biomedical Engineering
3725	2021	Timothy Dwight College	Undeclared
3726	2020	Branford College	Chemical Engineering
3727	2021	Branford College	Computer Science
3728	2021	Benjamin Franklin College	Undeclared
3729	2022	Ezra Stiles College	Undeclared
3730	2020	Benjamin Franklin College	Film and Media Studies
3731	2019	Saybrook College	Physics (Int.)
3732	2022	Saybrook College	Undeclared
3733	2020	Benjamin Franklin College	Economics
3734	2020	Trumbull College	Ethnicity, Race & Migration
3735	2022	Silliman College	Undeclared
3736	2020	Jonathan Edwards College	Ethics,Politics & Economics
3737	2022	Morse College	Undeclared
3738	2022	Branford College	Undeclared
3739	2019	Pauli Murray College	Molecular,Cellular,Dev Biology
3740	2021	Pauli Murray College	History
3741	2021	Branford College	Computer Science
3742	2021	Silliman College	Undeclared
3743	2019	Benjamin Franklin College	Economics
3744	2019	Saybrook College	Computing and the Arts
3745	2021	Saybrook College	Undeclared
3746	2022	Davenport College	Undeclared
3747	2022	Ezra Stiles College	Undeclared
3748	2020	Ezra Stiles College	Ethics,Politics & Economics
3749	2021	Davenport College	Undeclared
3750	2021	Trumbull College	Computer Science
3751	2020	Pierson College	Anthropology
3752	2021	Trumbull College	Undeclared
3753	2022	Grace Hopper College	Undeclared
3754	2019	Morse College	Ethics,Politics & Economics
3755	2022	Jonathan Edwards College	Undeclared
3756	2022	Davenport College	Undeclared
3757	2020	Pierson College	Music
3758	2019	Branford College	Physics (Int.)
3759	2022	Morse College	Undeclared
3760	2020	Silliman College	Political Science
3761	2022	Morse College	Undeclared
3762	2019	Berkeley College	Mathematics (Int.)
3763	2020	Grace Hopper College	Music
3764	2019	Jonathan Edwards College	Psychology
3765	2020	Davenport College	Molecular,Cellular,Dev Biology
3766	2020	Branford College	Political Science
3767	2022	Benjamin Franklin College	Undeclared
3768	2021	Davenport College	Undeclared
3769	2022	Saybrook College	Undeclared
3770	2020	Davenport College	English
3771	2021	Silliman College	African Studies
3772	2020	Branford College	Psychology
3773	2022	Morse College	Undeclared
3774	2022	Ezra Stiles College	Undeclared
3775	2019	Ezra Stiles College	History
3776	2021	Saybrook College	History Science, Medicine & PH
3777	2021	Grace Hopper College	Political Science
3778	2021	Grace Hopper College	Undeclared
3779	2020	Ezra Stiles College	Architecture
3780	2021	Davenport College	Undeclared
3781	2019	Grace Hopper College	Global Affairs
3782	2022	Branford College	Undeclared
3783	2020	Berkeley College	Molecular,Cellular,Dev Biology
3784	2020	Jonathan Edwards College	Applied Physics
3785	2020	Timothy Dwight College	Molecular Biophysics & Biochem
3786	2019	Silliman College	Mathematics & Philosophy
3787	2022	Pierson College	Undeclared
3788	2020	Morse College	Computer Science
3789	2021	Ezra Stiles College	Undeclared
3790	2020	Ezra Stiles College	Psychology
3791	2019	Morse College	Economics
3792	2020	Berkeley College	Neuroscience
3793	2020	Trumbull College	Elec.Engineering/Computer Sci
3794	2019	Saybrook College	Theater Studies
3795	2021	Silliman College	Undeclared
3796	2019	Davenport College	Anthropology
3797	2022	Benjamin Franklin College	Undeclared
3798	2022	Pierson College	Undeclared
3799	2021	Pierson College	Undeclared
3800	2021	Ezra Stiles College	Philosophy
3801	2021	Timothy Dwight College	Undeclared
3802	2022	Timothy Dwight College	Undeclared
3803	2020	Trumbull College	Mathematics
3804	2021	Trumbull College	Undeclared
3805	2019	Ezra Stiles College	Psychology
3806	2020	Silliman College	Ethnicity, Race & Migration
3807	2022	Morse College	Undeclared
3808	2022	Silliman College	Undeclared
3809	2021	Benjamin Franklin College	Comparative Literature
3810	2020	Saybrook College	Global Affairs
3811	2021	Ezra Stiles College	None
3812	2022	Saybrook College	Undeclared
3813	2019	Morse College	Architecture
3814	2022	Morse College	Undeclared
3815	2020	Davenport College	Economics
3816	2019	Ezra Stiles College	Economics
3817	2022	Saybrook College	Undeclared
3818	2020	Ezra Stiles College	Mechanical Engineering
3819	2020	Ezra Stiles College	Economics
3820	2022	Davenport College	Undeclared
3821	2019	Pierson College	Environmental Studies
3822	2021	Davenport College	Undeclared
3823	2022	Grace Hopper College	Economics
3824	2022	Jonathan Edwards College	History Science, Medicine & PH
3825	2020	Saybrook College	Lit. and Comparative Cultures
3826	2020	Pauli Murray College	Economics
3827	2019	Davenport College	Neuroscience
3828	2019	Benjamin Franklin College	Computer Science
3829	2019	Grace Hopper College	American Studies
3830	2021	Davenport College	Undeclared
3831	2020	Jonathan Edwards College	English
3832	2022	Morse College	Undeclared
3833	2022	Ezra Stiles College	Undeclared
3834	None	Davenport College	Visiting International Program
3835	2022	Benjamin Franklin College	Undeclared
3836	2020	Davenport College	Molecular,Cellular,Dev Biology
3837	None	Berkeley College	Undeclared
3838	2019	Silliman College	Molecular,Cellular,Dev Biology
3839	2021	Pierson College	Undeclared
3840	2020	Berkeley College	Economics
3841	2021	Jonathan Edwards College	Molecular Biophysics & Biochem
3842	2019	Benjamin Franklin College	Economics & Mathematics
3843	2022	Benjamin Franklin College	Undeclared
3844	2020	Grace Hopper College	Computer Science
3845	2021	Berkeley College	English
3846	2019	Ezra Stiles College	Political Science
3847	2020	Ezra Stiles College	Economics
3848	2022	Pierson College	Undeclared
3849	2019	Berkeley College	Ecology & Evolutionary Biology
3850	2022	Pauli Murray College	Undeclared
3851	2020	Morse College	Physics (Int.)
3852	2020	Benjamin Franklin College	Engineering Sci-Environmental
3853	2022	Pauli Murray College	Undeclared
3854	2022	Trumbull College	Undeclared
3855	2020	Branford College	Architecture
3856	2022	Pierson College	Undeclared
3857	2019	Pierson College	Music
3858	2021	Davenport College	Undeclared
3859	2021	Grace Hopper College	Undeclared
3860	2022	Benjamin Franklin College	Undeclared
3861	2022	Jonathan Edwards College	Undeclared
3862	2020	Saybrook College	Computer Science
3863	2021	Morse College	Molecular,Cellular,Dev Biology
3864	2021	Davenport College	Undeclared
3865	2020	Ezra Stiles College	Molecular,Cellular,Dev Biology
3866	2021	Branford College	Undeclared
3867	2020	Berkeley College	Ethics,Politics & Economics
3868	2019	Pierson College	Political Science
3869	2021	Davenport College	Undeclared
3870	2019	Pierson College	History of Art
3871	2019	Trumbull College	Economics
3872	2021	Benjamin Franklin College	Undeclared
3873	2021	Trumbull College	Undeclared
3874	2021	Ezra Stiles College	Undeclared
3875	2021	Ezra Stiles College	Statistics and Data Science
3876	2019	Grace Hopper College	Humanities
3877	2019	Ezra Stiles College	History of Art
3878	2020	Saybrook College	Film and Media Studies
3879	2021	Silliman College	Statistics and Data Science
3880	2020	Silliman College	History
3881	2020	Davenport College	Cognitive Science
3882	2019	Pauli Murray College	Psychology
3883	2022	Saybrook College	Undeclared
3884	2020	Ezra Stiles College	Biomedical Engineering
3885	2021	Morse College	Ethnicity, Race & Migration
3886	2021	Jonathan Edwards College	Undeclared
3887	2022	Grace Hopper College	Undeclared
3888	2020	Morse College	Physics
3889	None	Grace Hopper College	Economics
3890	2021	Grace Hopper College	Undeclared
3891	2020	Saybrook College	African American Studies
3892	2020	Morse College	Biomedical Engineering
3893	2020	Morse College	Computer Science & Mathematics
3894	2021	Morse College	African American Studies
3895	2021	Grace Hopper College	Undeclared
3896	2020	Morse College	Theater Studies
3897	2020	Ezra Stiles College	History
3898	2019	Berkeley College	Biomedical Engineering
3899	2020	Grace Hopper College	Physics
3900	2020	Silliman College	English
3901	2020	Pierson College	History
3902	2022	Pierson College	Environmental Engineering
3903	2019	Ezra Stiles College	Sociology
3904	2020	Saybrook College	Ethics,Politics & Economics
3905	2020	Morse College	English
3906	2022	Morse College	Undeclared
3907	2020	Branford College	Mathematics & Philosophy
3908	2020	Silliman College	History
