student_id	year	college	major
1630	2019	Grace Hopper College	Political Science
1631	2020	Saybrook College	History Science, Medicine & PH
1632	2021	Ezra Stiles College	History Science, Medicine & PH
1633	2019	Saybrook College	Biomedical Engineering
1634	None	Berkeley College	Global Affairs
1635	2019	Davenport College	Molecular,Cellular,Dev Biology
1636	2020	Saybrook College	Cognitive Science
1637	2019	Davenport College	Computer Science & Psychology
1638	2022	Jonathan Edwards College	Undeclared
1639	2022	Benjamin Franklin College	Undeclared
1640	2019	Jonathan Edwards College	American Studies
1641	2019	Timothy Dwight College	History
1642	2019	Pierson College	Classics
1643	2019	Morse College	Architecture
1644	2021	Branford College	Chemistry
1645	2019	Jonathan Edwards College	Chemical Engineering
1646	2020	Trumbull College	Philosophy
1647	2021	Grace Hopper College	Molecular,Cellular,Dev Biology
1648	2022	Pierson College	Undeclared
1649	2022	Morse College	Undeclared
1650	2021	Berkeley College	Classical Civilization
1651	2021	Timothy Dwight College	Undeclared
1652	2020	Benjamin Franklin College	Physics (Int.)
1653	2019	Trumbull College	Philosophy
1654	2022	Saybrook College	Undeclared
1655	2022	Morse College	Undeclared
1656	2020	Benjamin Franklin College	Political Science
1657	2022	Berkeley College	Undeclared
1658	2019	Pierson College	Theater Studies
1659	2019	Timothy Dwight College	Neuroscience
1660	2020	Trumbull College	American Studies
1661	2022	Pierson College	Undeclared
1662	2021	Jonathan Edwards College	English
1663	2022	Jonathan Edwards College	Undeclared
1664	2021	Saybrook College	Undeclared
1665	2020	Berkeley College	Economics
1666	2019	Silliman College	Chemistry (Int.)
1667	2022	Jonathan Edwards College	Undeclared
1668	2019	Benjamin Franklin College	History
1669	2020	Jonathan Edwards College	Sociology (Int.)
1670	2021	Berkeley College	Ecology & Evolutionary Biology
1671	2019	Berkeley College	Ethics,Politics & Economics
1672	2021	Grace Hopper College	Undeclared
1673	2020	Grace Hopper College	Applied Mathematics
1674	2022	Pierson College	Undeclared
1675	2021	Pauli Murray College	History
1676	2019	Ezra Stiles College	Economics & Mathematics
1677	2021	Pauli Murray College	Religious Studies
1678	2019	Ezra Stiles College	Anthropology
1679	2019	Davenport College	Molecular,Cellular,Dev Biology
1680	2019	Saybrook College	Mechanical Engineering
1681	2020	Branford College	Political Science
1682	2020	Timothy Dwight College	Economics
1683	2019	Trumbull College	Psychology
1684	2022	Grace Hopper College	Undeclared
1685	2020	Branford College	Political Science
1686	2022	Morse College	Undeclared
1687	2021	Pierson College	Undeclared
1688	2021	Benjamin Franklin College	History
1689	2021	Pauli Murray College	Undeclared
1690	2022	Saybrook College	Molecular,Cellular,Dev Biology
1691	2021	Berkeley College	Undeclared
1692	2019	Branford College	Religious Studies
1693	2022	Saybrook College	Undeclared
1694	2020	Pauli Murray College	Applied Mathematics
1695	2020	Silliman College	Political Science
1696	2019	Branford College	Literature
1697	2021	Berkeley College	History Science, Medicine & PH
1698	2022	Berkeley College	Undeclared
1699	2022	Berkeley College	Undeclared
1700	2022	Jonathan Edwards College	Undeclared
1701	2021	Pierson College	Undeclared
1702	2022	Silliman College	Undeclared
1703	2022	Benjamin Franklin College	Undeclared
1704	2020	Pierson College	English
1705	2021	Pauli Murray College	Art
1706	2020	Davenport College	Global Affairs
1707	2019	Davenport College	History
1708	2020	Pauli Murray College	Computer Science & Mathematics
1709	2020	Trumbull College	Ethics,Politics & Economics
1710	2022	Pauli Murray College	Undeclared
1711	2022	Berkeley College	Undeclared
1712	2019	Davenport College	Sociology
1713	2019	Jonathan Edwards College	Global Affairs
1714	2019	Ezra Stiles College	Geology & Geophysics
1715	2020	Davenport College	Environmental Studies
1716	2019	Branford College	English
1717	2021	Ezra Stiles College	Undeclared
1718	2022	Davenport College	Undeclared
1719	2022	Saybrook College	Undeclared
1720	2020	Saybrook College	Computer Science
1721	2021	Saybrook College	Undeclared
1722	2020	Pierson College	Ecology & Evolutionary Biology
1723	2020	Ezra Stiles College	Economics
1724	2020	Jonathan Edwards College	Ecology & Evolutionary Biology
1725	2019	Ezra Stiles College	Molecular,Cellular,DevBio(Int)
1726	2019	Jonathan Edwards College	History
1727	2020	Jonathan Edwards College	Global Affairs
1728	2022	Benjamin Franklin College	Undeclared
1729	2021	Ezra Stiles College	Undeclared
1730	2021	Jonathan Edwards College	Political Science
1731	2022	Ezra Stiles College	Undeclared
1732	2021	Pauli Murray College	Statistics and Data Science
1733	2022	Ezra Stiles College	Undeclared
1734	2021	Berkeley College	Undeclared
1735	2019	Pauli Murray College	Mechanical Engineering
1736	2022	Saybrook College	Undeclared
1737	2020	Pierson College	History
1738	2021	Jonathan Edwards College	Undeclared
1739	2022	Berkeley College	Undeclared
1740	2022	Grace Hopper College	Undeclared
1741	2021	Grace Hopper College	Molecular,Cellular,DevBio(Int)
1742	2019	Jonathan Edwards College	Art
1743	2022	Benjamin Franklin College	Undeclared
1744	2020	Benjamin Franklin College	Architecture
1745	2022	Jonathan Edwards College	Undeclared
1746	2020	Morse College	Political Science
1747	None	Benjamin Franklin College	Visiting International Program
1748	2021	Pauli Murray College	Music (Int.)
1749	2021	Grace Hopper College	Statistics and Data Science
1750	2022	Morse College	Undeclared
1751	2020	Morse College	Sociology
1752	2021	Davenport College	Humanities
1753	2021	Branford College	Computer Science
1754	2021	Trumbull College	Undeclared
1755	None	Davenport College	Visiting International Program
1756	2021	Ezra Stiles College	Geology & Geophysics
1757	2020	Pauli Murray College	Mechanical Engineering
1758	2021	Benjamin Franklin College	Statistics and Data Science
1759	2019	Silliman College	Religious Studies
1760	2021	Pauli Murray College	Molecular,Cellular,Dev Biology
1761	2019	Pierson College	Economics
1762	2022	Grace Hopper College	Undeclared
1763	2022	Silliman College	Undeclared
1764	2022	Ezra Stiles College	Undeclared
1765	2020	Grace Hopper College	History Science, Medicine & PH
1766	2019	Morse College	Molecular Biophysics & Biochem
1767	2022	Pierson College	History
1768	2022	Silliman College	Undeclared
1769	2022	Davenport College	Undeclared
1770	2022	Timothy Dwight College	Undeclared
1771	2021	Timothy Dwight College	Chemistry
1772	2022	Grace Hopper College	Undeclared
1773	2020	Trumbull College	Political Science
1774	2021	Benjamin Franklin College	Undeclared
1775	2022	Pauli Murray College	Biomedical Engineering
1776	2022	Morse College	Undeclared
1777	2021	Branford College	Undeclared
1778	2019	Pierson College	Statistics and Data Science
1779	2022	Branford College	Undeclared
1780	2020	Saybrook College	Political Science
1781	2020	Pierson College	Cognitive Science
1782	2020	Timothy Dwight College	Ethics,Politics & Economics
1783	2019	Silliman College	Electrical Engineering
1784	2021	Grace Hopper College	Undeclared
1785	2022	Grace Hopper College	Undeclared
1786	2022	Silliman College	Undeclared
1787	2021	Berkeley College	Undeclared
1788	2021	Grace Hopper College	Undeclared
1789	2022	Silliman College	Undeclared
1790	2020	Benjamin Franklin College	Political Science
1791	2021	Saybrook College	Undeclared
1792	2019	Jonathan Edwards College	Political Science
1793	2019	Silliman College	Women'sGender&SexualityStudies;
1794	2020	Pauli Murray College	Molecular,Cellular,Dev Biology
1795	2020	Benjamin Franklin College	Molecular Biophysics & Biochem
1796	2019	Branford College	Ethnicity, Race & Migration
1797	2022	Silliman College	Undeclared
1798	2021	Jonathan Edwards College	Undeclared
1799	2019	Davenport College	Chemical Engineering
1800	2019	Berkeley College	Humanities
1801	2020	Pauli Murray College	English
1802	2021	Ezra Stiles College	Undeclared
1803	2019	Timothy Dwight College	Art
1804	2019	Trumbull College	Economics
1805	2020	Trumbull College	Economics
1806	2022	Benjamin Franklin College	Undeclared
1807	2022	Morse College	Undeclared
1808	2022	Pauli Murray College	Undeclared
1809	2022	Silliman College	Undeclared
1810	2019	Ezra Stiles College	Environmental Studies
1811	2022	Benjamin Franklin College	Undeclared
1812	2022	Berkeley College	Undeclared
1813	2020	Davenport College	Mathematics
1814	2021	Trumbull College	Molecular,Cellular,Dev Biology
1815	2020	Pierson College	History
1816	2022	Benjamin Franklin College	Undeclared
1817	2022	Branford College	Undeclared
1818	2019	Berkeley College	Cognitive Science
1819	2020	Trumbull College	Psychology
1820	2019	Jonathan Edwards College	Economics
1821	2022	Grace Hopper College	Undeclared
1822	2021	Timothy Dwight College	Ecology & Evolutionary Biology
1823	2022	Morse College	Undeclared
1824	2019	Morse College	Molecular Biophysics & Biochem
1825	2020	Ezra Stiles College	Psychology
1826	2019	Pierson College	Computer Science
1827	2020	Grace Hopper College	Ecology & Evolutionary Biology
1828	2021	Timothy Dwight College	English
1829	2019	Silliman College	Mathematics
1830	2021	Davenport College	Linguistics
1831	2019	Pauli Murray College	Molecular,Cellular,DevBio(Int)
1832	2019	Jonathan Edwards College	Molecular,Cellular,Dev Biology
1833	2019	Saybrook College	Physics
1834	2021	Pauli Murray College	Mechanical Engineering
1835	2022	Branford College	Undeclared
1836	2022	Morse College	Undeclared
1837	2021	Saybrook College	Undeclared
1838	2021	Ezra Stiles College	Undeclared
1839	2020	Ezra Stiles College	History
1840	2022	Ezra Stiles College	Undeclared
1841	2021	Morse College	Undeclared
1842	2022	Pauli Murray College	Undeclared
1843	2019	Morse College	Chemical Engineering
1844	2019	Berkeley College	Economics
1845	2021	Benjamin Franklin College	Statistics and Data Science
1846	2021	Trumbull College	Undeclared
1847	2020	Silliman College	Humanities
1848	2022	Pierson College	Undeclared
1849	2019	Ezra Stiles College	Political Science
1850	2022	Saybrook College	Undeclared
1851	2020	Pauli Murray College	Political Science
1852	2022	Pauli Murray College	Undeclared
1853	2022	Timothy Dwight College	Undeclared
1854	2019	Pierson College	Economics
1855	2019	Silliman College	Economics
1856	2019	Trumbull College	History of Art
1857	2021	Timothy Dwight College	History of Art
1858	2020	Berkeley College	Global Affairs
1859	2022	Grace Hopper College	Undeclared
1860	2021	Jonathan Edwards College	Undeclared
1861	2020	Davenport College	Economics
1862	2022	Timothy Dwight College	Undeclared
1863	2021	Grace Hopper College	Computer Science
1864	2021	Trumbull College	Ecology & Evolutionary Biology
1865	2021	Timothy Dwight College	English
1866	2019	Timothy Dwight College	Spanish
1867	2022	Berkeley College	Undeclared
1868	2020	Saybrook College	American Studies
1869	2022	Silliman College	Undeclared
1870	2022	Jonathan Edwards College	Undeclared
1871	2019	Saybrook College	Statistics and Data Science
1872	2021	Pierson College	Economics
1873	2019	Davenport College	Global Affairs
1874	2019	Saybrook College	History of Art
1875	2022	Silliman College	Undeclared
1876	2021	Morse College	Undeclared
1877	2021	Grace Hopper College	Undeclared
1878	2022	Ezra Stiles College	Undeclared
1879	2021	Morse College	English
1880	2020	Pierson College	Molecular,Cellular,Dev Biology
1881	2021	Saybrook College	Undeclared
1882	2020	Silliman College	Economics & Mathematics
1883	2020	Pierson College	Philosophy
1884	2020	Trumbull College	Ethics,Politics & Economics
1885	2021	Davenport College	Undeclared
1886	2021	Branford College	Undeclared
1887	2022	Silliman College	Undeclared
1888	2021	Pauli Murray College	Statistics and Data Science
1889	2022	Ezra Stiles College	Undeclared
1890	2020	Jonathan Edwards College	Chemical Engineering
1891	2021	Silliman College	Undeclared
1892	2020	Silliman College	Statistics and Data Science
1893	2022	Ezra Stiles College	Political Science
1894	2021	Berkeley College	Chemistry
1895	2021	Benjamin Franklin College	Mathematics
1896	2021	Saybrook College	Astronomy
1897	2019	Trumbull College	None
1898	2021	Benjamin Franklin College	Chemistry (Int.)
1899	2022	Pauli Murray College	Undeclared
1900	2020	Silliman College	Modern Middle Eastern Studies
1901	2020	Pierson College	Anthropology
1902	2020	Saybrook College	Computer Science
1903	2020	Ezra Stiles College	Environmental Engineering
1904	2022	Jonathan Edwards College	Undeclared
1905	2022	Pauli Murray College	Undeclared
1906	2022	Ezra Stiles College	Undeclared
1907	2021	Benjamin Franklin College	Molecular Biophysics & Biochem
1908	2020	Ezra Stiles College	History
1909	2021	Ezra Stiles College	Undeclared
1910	2019	Timothy Dwight College	History of Art
1911	2022	Branford College	Undeclared
1912	2019	Branford College	Theater Studies
1913	2019	Jonathan Edwards College	Architecture
1914	2019	Saybrook College	Psychology
1915	2020	Ezra Stiles College	Political Science
1916	2021	Benjamin Franklin College	Humanities
1917	2022	Saybrook College	Undeclared
1918	2022	Timothy Dwight College	Undeclared
1919	2019	Jonathan Edwards College	Psychology
1920	2022	Morse College	Undeclared
1921	2019	Pierson College	History of Art
1922	2022	Timothy Dwight College	Undeclared
1923	2022	Pierson College	Undeclared
1924	2021	Grace Hopper College	Computer Science
1925	2022	Grace Hopper College	Undeclared
1926	None	Trumbull College	Undeclared
1927	2022	Saybrook College	Undeclared
1928	2022	Branford College	Undeclared
1929	2020	Ezra Stiles College	Computing and the Arts
1930	2020	Trumbull College	Economics
1931	2020	Morse College	Architecture
1932	2021	Branford College	Undeclared
1933	2019	Branford College	Computing and the Arts
1934	2021	Pauli Murray College	Computer Science
1935	2021	Morse College	Molecular,Cellular,DevBio(Int)
1936	2020	Jonathan Edwards College	Ethics,Politics & Economics
1937	2022	Trumbull College	Undeclared
1938	2019	Saybrook College	Economics
1939	2022	Silliman College	Undeclared
1940	2022	Branford College	Undeclared
1941	2019	Branford College	History
1942	2020	Timothy Dwight College	Humanities
1943	2021	Morse College	History of Art
1944	2019	Branford College	English
1945	2019	Branford College	Economics
1946	2019	Ezra Stiles College	Literature
1947	2020	Branford College	Economics
1948	2019	Pierson College	Psychology
1949	2020	Davenport College	Political Science
1950	2020	Davenport College	English
1951	2022	Saybrook College	Undeclared
1952	2022	Timothy Dwight College	Undeclared
1953	2019	Pauli Murray College	Neuroscience
1954	2022	Pauli Murray College	Undeclared
1955	None	Silliman College	Political Science
1956	2022	Berkeley College	Undeclared
1957	2019	Branford College	Political Science
1958	2020	Pierson College	Biomedical Engineering
1959	2022	Saybrook College	Undeclared
1960	2021	Saybrook College	History
1961	2021	Pauli Murray College	Undeclared
1962	2021	Pierson College	Molecular,Cellular,Dev Biology
1963	2019	Trumbull College	Art
1964	2019	Silliman College	Ethics,Politics & Economics
1965	2022	Grace Hopper College	Undeclared
1966	2022	Silliman College	Undeclared
1967	2020	Morse College	Economics
1968	2020	Trumbull College	History
1969	2020	Silliman College	Ethics,Politics & Economics
1970	2021	Saybrook College	Undeclared
1971	2019	Saybrook College	Statistics and Data Science
1972	2019	Trumbull College	English
1973	2021	Timothy Dwight College	Economics
1974	2019	Silliman College	Computer Science & Psychology
1975	2019	Pierson College	Cognitive Science
1976	2022	Pierson College	Undeclared
1977	2022	Jonathan Edwards College	Undeclared
1978	2019	Branford College	Music
1979	2019	Pauli Murray College	Ethics,Politics & Economics
1980	2019	Saybrook College	Biomedical Engineering
1981	2021	Grace Hopper College	History of Art
1982	2022	Benjamin Franklin College	Undeclared
1983	2019	Pauli Murray College	History
1984	2021	Pauli Murray College	History Science, Medicine & PH
1985	2022	Pauli Murray College	Undeclared
1986	2020	Jonathan Edwards College	Environmental Studies
1987	2021	Pierson College	Undeclared
1988	2020	Branford College	Geology & Geophysics
1989	2020	Morse College	Psychology
1990	2021	Saybrook College	History
1991	2021	Timothy Dwight College	Undeclared
1992	2021	Pauli Murray College	Political Science
1993	2021	Morse College	History
1994	2020	Grace Hopper College	Statistics and Data Science
1995	2020	Pierson College	Religious Studies
1996	2022	Berkeley College	Undeclared
1997	2020	Davenport College	Undeclared
1998	2019	Jonathan Edwards College	History
1999	2022	Silliman College	Undeclared
2000	2020	Ezra Stiles College	Ecology & Evolutionary Biology
2001	2022	Berkeley College	Undeclared
2002	2019	Saybrook College	Molecular Biophysics & Biochem
2003	None	Pauli Murray College	Visiting International Program
2004	2019	Pierson College	French
2005	2019	Grace Hopper College	History of Art
2006	2020	Trumbull College	Elec.Engineering/Computer Sci
2007	2020	Berkeley College	History
2008	2022	Trumbull College	Undeclared
2009	2021	Timothy Dwight College	Political Science
2010	2019	Pierson College	American Studies
2011	2019	Berkeley College	Molecular,Cellular,Dev Biology
2012	2022	Morse College	Undeclared
2013	2021	Branford College	Undeclared
2014	2019	Ezra Stiles College	Ethnicity, Race & Migration
2015	2021	Davenport College	Undeclared
2016	2021	Davenport College	Undeclared
2017	2021	Ezra Stiles College	Chemical Engineering
2018	2019	Pierson College	Engineering Science-Chemical
2019	2021	Trumbull College	Undeclared
2020	2021	Timothy Dwight College	Undeclared
2021	2019	Branford College	Economics
2022	2022	Branford College	Undeclared
2023	2022	Saybrook College	Mathematics
2024	2020	Branford College	Economics
2025	2020	Silliman College	Economics
2026	2020	Branford College	Molecular,Cellular,Dev Biology
2027	2020	Grace Hopper College	Economics
2028	2021	Morse College	Anthropology
2029	2021	Branford College	Undeclared
2030	2021	Morse College	Undeclared
2031	2021	Saybrook College	Undeclared
2032	2020	Silliman College	Economics
2033	2020	Branford College	Global Affairs
2034	2021	Branford College	History
2035	2022	Saybrook College	Political Science
2036	2021	Benjamin Franklin College	Undeclared
2037	2019	Grace Hopper College	Cognitive Science
2038	2019	Davenport College	American Studies
2039	2022	Branford College	Undeclared
2040	2019	Silliman College	Computer Science
2041	2019	Benjamin Franklin College	Humanities
2042	2019	Pierson College	Mechanical Engineering
2043	2022	Saybrook College	Undeclared
2044	2020	Saybrook College	Ecology & Evolutionary Biology
2045	2020	Grace Hopper College	Physics (Int.)
2046	2022	Morse College	Undeclared
2047	2022	Timothy Dwight College	Undeclared
2048	2021	Benjamin Franklin College	Political Science
2049	2020	Branford College	Statistics and Data Science
2050	2020	Pierson College	Computing and the Arts
2051	2019	Davenport College	Molecular,Cellular,Dev Biology
2052	2021	Branford College	Undeclared
2053	2020	Trumbull College	Economics
2054	2022	Benjamin Franklin College	Undeclared
2055	2021	Morse College	Molecular,Cellular,Dev Biology
2056	2021	Pierson College	Religious Studies
2057	2020	Davenport College	Psychology
2058	2019	Morse College	History
2059	2022	Timothy Dwight College	Undeclared
2060	2019	Pierson College	Ethics,Politics & Economics
2061	2021	Silliman College	Undeclared
2062	2020	Morse College	Mathematics (Int.)
2063	2019	Benjamin Franklin College	Economics
2064	2022	Pauli Murray College	Undeclared
2065	2022	Timothy Dwight College	Undeclared
2066	2022	Silliman College	Undeclared
2067	2019	Pierson College	Cognitive Science
2068	2021	Pierson College	Undeclared
2069	2022	Morse College	Undeclared
2070	2022	Timothy Dwight College	Undeclared
2071	2019	Jonathan Edwards College	Mathematics (Int.)
2072	2022	Pierson College	Undeclared
2073	2019	Silliman College	Economics
2074	2021	Saybrook College	Undeclared
2075	2021	Pauli Murray College	Political Science
2076	2021	Ezra Stiles College	Undeclared
2077	2019	Silliman College	Judaic Studies
2078	2019	Branford College	Economics & Mathematics
2079	2019	Timothy Dwight College	Ethics,Politics & Economics
2080	2022	Pierson College	Undeclared
2081	2020	Benjamin Franklin College	Neuroscience
2082	2022	Saybrook College	Undeclared
2083	2022	Trumbull College	Undeclared
2084	2022	Ezra Stiles College	Undeclared
2085	2019	Branford College	Molecular,Cellular,DevBio(Int)
2086	2020	Berkeley College	Engineering Science-Electrical
2087	2021	Pauli Murray College	Undeclared
2088	2022	Silliman College	Undeclared
2089	2020	Berkeley College	History
2090	2022	Branford College	Undeclared
2091	2021	Trumbull College	Undeclared
2092	2022	Ezra Stiles College	Undeclared
2093	2020	Jonathan Edwards College	Political Science
2094	2022	Grace Hopper College	Undeclared
2095	2020	Morse College	Theater Studies
2096	2021	Benjamin Franklin College	Political Science
2097	2020	Trumbull College	History
2098	2021	Grace Hopper College	Undeclared
2099	2020	Davenport College	Elec.Engineering/Computer Sci
2100	2022	Davenport College	Undeclared
2101	2021	Pierson College	Undeclared
2102	2022	Saybrook College	Undeclared
2103	2022	Davenport College	Undeclared
2104	2021	Silliman College	Undeclared
2105	2022	Silliman College	Undeclared
2106	2022	Pierson College	Undeclared
2107	2022	Pauli Murray College	Undeclared
2108	2021	Morse College	Undeclared
2109	2022	Branford College	Undeclared
2110	2022	Silliman College	Women'sGender&SexualityStudies;
2111	2019	Ezra Stiles College	Physics (Int.)
2112	2021	Ezra Stiles College	Political Science
2113	2022	Pauli Murray College	Undeclared
2114	2020	Grace Hopper College	Global Affairs
2115	2021	Berkeley College	Undeclared
2116	2020	Benjamin Franklin College	Psychology
2117	2021	Branford College	Undeclared
2118	2022	Pierson College	Undeclared
2119	2021	Grace Hopper College	Undeclared
2120	2019	Saybrook College	Sociology
2121	2020	Berkeley College	Computer Science
2122	2019	Trumbull College	American Studies
2123	2020	Ezra Stiles College	Film and Media Studies
2124	2019	Pierson College	Economics
2125	2021	Grace Hopper College	Computer Science
2126	2019	Grace Hopper College	Physics
2127	2021	Benjamin Franklin College	Undeclared
2128	2021	Trumbull College	Undeclared
2129	2022	Silliman College	Undeclared
2130	2019	Pierson College	Chemical Engineering
2131	2020	Davenport College	Near Eastern Languages & Civs
2132	2021	Branford College	None
2133	2022	Pauli Murray College	Undeclared
2134	2020	Grace Hopper College	Global Affairs
2135	2019	Silliman College	English
2136	2019	Jonathan Edwards College	History
2137	2022	Ezra Stiles College	Undeclared
2138	2019	Morse College	Political Science
2139	2021	Branford College	Undeclared
2140	2021	Ezra Stiles College	Undeclared
2141	2022	Trumbull College	Undeclared
2142	2020	Grace Hopper College	Ethnicity, Race & Migration
2143	2021	Benjamin Franklin College	Undeclared
2144	2020	Jonathan Edwards College	Cognitive Science
2145	2021	Ezra Stiles College	Political Science
2146	2020	Grace Hopper College	American Studies
2147	2021	Morse College	Undeclared
2148	2022	Benjamin Franklin College	Undeclared
2149	2022	Pauli Murray College	Undeclared
2150	2020	Ezra Stiles College	Molecular Biophysics & Biochem
2151	2021	Morse College	Economics
2152	2021	Morse College	Ecology & Evolutionary Biology
2153	2021	Branford College	Undeclared
2154	2022	Branford College	Undeclared
2155	2020	Silliman College	Architecture
2156	2021	Pierson College	Undeclared
2157	2022	Timothy Dwight College	Undeclared
2158	2020	Jonathan Edwards College	Psychology
2159	2021	Timothy Dwight College	Undeclared
2160	2019	Trumbull College	Environmental Studies
2161	2020	Morse College	Astrophysics
2162	2022	Davenport College	Undeclared
2163	2020	Saybrook College	Mathematics
2164	2020	Pauli Murray College	Philosophy
2165	2020	Silliman College	Political Science
2166	2020	Saybrook College	Economics
2167	2021	Davenport College	History
2168	2019	Timothy Dwight College	Environmental Studies
2169	2019	Saybrook College	Statistics and Data Science
2170	2020	Grace Hopper College	Psychology
2171	2020	Branford College	Political Science
2172	2021	Ezra Stiles College	Astrophysics
2173	2019	Silliman College	Neuroscience
2174	2022	Davenport College	Undeclared
2175	2022	Trumbull College	Undeclared
2176	2019	Saybrook College	Cognitive Science
2177	2020	Silliman College	Physics
2178	2021	Pierson College	Undeclared
2179	2019	Trumbull College	Computer Science
2180	2021	Silliman College	Undeclared
2181	2019	Benjamin Franklin College	Psychology
2182	2022	Jonathan Edwards College	Undeclared
2183	2019	Saybrook College	Neuroscience
2184	2022	Benjamin Franklin College	Undeclared
2185	2019	Berkeley College	Philosophy
2186	2020	Trumbull College	Computer Science
2187	2022	Ezra Stiles College	Undeclared
2188	2019	Pierson College	Political Science
2189	2021	Pierson College	Undeclared
2190	2020	Benjamin Franklin College	Humanities
2191	2021	Grace Hopper College	Undeclared
2192	2022	Ezra Stiles College	Undeclared
2193	None	Berkeley College	Computer Science
2194	2020	Branford College	American Studies
2195	2020	Pauli Murray College	Political Science
2196	2022	Branford College	Undeclared
2197	2020	Branford College	English
2198	2022	Davenport College	Undeclared
2199	2019	Trumbull College	Political Science
2200	2021	Davenport College	Undeclared
2201	2021	Branford College	Undeclared
2202	2022	Berkeley College	Mechanical Engineering
2203	2019	Silliman College	Ethics,Politics & Economics
2204	2022	Pauli Murray College	Undeclared
2205	2022	Pauli Murray College	Undeclared
2206	2020	Davenport College	Political Science
2207	2019	Pauli Murray College	Spanish
2208	2020	Davenport College	Undeclared
2209	2020	Trumbull College	English
2210	2020	Ezra Stiles College	Statistics and Data Science
2211	2021	Pierson College	Undeclared
2212	2021	Silliman College	Political Science
2213	2020	Morse College	Political Science
2214	2022	Pauli Murray College	Undeclared
2215	2022	Davenport College	Undeclared
2216	2019	Morse College	History
2217	2020	Branford College	Global Affairs
2218	2020	Pierson College	English
2219	2021	Ezra Stiles College	Undeclared
2220	2019	Ezra Stiles College	Statistics and Data Science
2221	2019	Benjamin Franklin College	Political Science
2222	2022	Pierson College	Undeclared
2223	2021	Berkeley College	Undeclared
2224	2019	Berkeley College	Computer Science
2225	2021	Davenport College	Undeclared
2226	2020	Jonathan Edwards College	Applied Mathematics
2227	2021	Benjamin Franklin College	Undeclared
2228	2022	Branford College	Undeclared
2229	2019	Branford College	Psychology
2230	2021	Saybrook College	Undeclared
2231	2021	Davenport College	Undeclared
2232	2021	Ezra Stiles College	Undeclared
2233	2021	Saybrook College	Environmental Engineering
2234	2020	Morse College	Mathematics
2235	2021	Saybrook College	Undeclared
2236	2021	Saybrook College	Undeclared
2237	2022	Ezra Stiles College	Undeclared
2238	2021	Davenport College	Political Science
2239	2020	Grace Hopper College	Chemistry (Int.)
2240	2022	Timothy Dwight College	Undeclared
2241	2022	Pauli Murray College	Undeclared
2242	None	Branford College	Visiting International Program
2243	2020	Benjamin Franklin College	Economics
2244	2020	Ezra Stiles College	Global Affairs
2245	2019	Branford College	Economics
2246	2021	Branford College	Undeclared
2247	2021	Grace Hopper College	Undeclared
2248	2021	Davenport College	Undeclared
2249	2022	Grace Hopper College	Undeclared
2250	2020	Ezra Stiles College	Film and Media Studies
2251	2019	Grace Hopper College	Chemistry
2252	2020	Berkeley College	Psychology
2253	2020	Benjamin Franklin College	Economics
2254	2020	Pierson College	Geology & Geophysics
2255	2020	Branford College	Mechanical Engineering
2256	2022	Silliman College	Undeclared
2257	2021	Benjamin Franklin College	English
2258	2020	Silliman College	African Studies
2259	2019	Jonathan Edwards College	Political Science
2260	2020	Benjamin Franklin College	Computer Science
2261	2020	Pierson College	Physics
2262	2022	Benjamin Franklin College	History Science, Medicine & PH
2263	2019	Pierson College	Geology & Geophysics
2264	2021	Davenport College	Economics
2265	2022	Ezra Stiles College	Undeclared
2266	2019	Ezra Stiles College	History of Art
2267	2022	Morse College	Undeclared
2268	2022	Silliman College	Undeclared
2269	2022	Pierson College	Undeclared
2270	2019	Morse College	Computer Science
2271	2019	Pierson College	Cognitive Science
2272	2021	Pauli Murray College	Undeclared
2273	2020	Saybrook College	Computer Science
2274	2019	Grace Hopper College	Chemical Engineering
2275	2020	Pauli Murray College	Molecular,Cellular,Dev Biology
2276	2022	Pierson College	Undeclared
2277	2020	Saybrook College	Psychology
2278	2020	Pauli Murray College	History Science, Medicine & PH
2279	None	Silliman College	Global Affairs
2280	2022	Jonathan Edwards College	Undeclared
2281	2020	Grace Hopper College	American Studies
2282	2022	Davenport College	Undeclared
2283	2019	Pierson College	Global Affairs
2284	2021	Silliman College	African American Studies
2285	2022	Grace Hopper College	Undeclared
2286	2019	Branford College	Political Science
2287	2022	Grace Hopper College	Undeclared
2288	2019	Davenport College	History
2289	2022	Ezra Stiles College	Undeclared
2290	2021	Silliman College	Molecular,Cellular,Dev Biology
2291	2022	Pauli Murray College	Undeclared
2292	2020	Berkeley College	Economics
2293	2021	Benjamin Franklin College	Undeclared
2294	2022	Trumbull College	Undeclared
2295	2019	Davenport College	Computer Science
2296	2021	Trumbull College	Ecology & Evolutionary Biology
2297	2019	Trumbull College	Geology & Geophysics
2298	2020	Ezra Stiles College	Women'sGender&SexualityStudies;
2299	2019	Grace Hopper College	American Studies
2300	2021	Saybrook College	Undeclared
2301	2021	Saybrook College	Undeclared
2302	2021	Ezra Stiles College	Undeclared
2303	2019	Trumbull College	Women'sGender&SexualityStudies;
2304	2021	Grace Hopper College	Physics
2305	2022	Saybrook College	Undeclared
2306	2021	Davenport College	Psychology
2307	2022	Davenport College	Undeclared
2308	2021	Grace Hopper College	Undeclared
2309	2020	Davenport College	History
2310	2021	Ezra Stiles College	Undeclared
2311	2021	Morse College	Undeclared
2312	2022	Grace Hopper College	Undeclared
2313	None	Trumbull College	Visiting International Program
